Time,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,PV
341,0.045,0.076,0.063,0.158,0.037,0.052,0.234,0.057,0.081,0
342,0.045,0.085,0.038,0.123,0.036,0.098,0.257,0.082,0.079,0
343,0.077,0.073,0.038,0.103,0.047,0.073,0.214,0.097,0.093,0.013
344,0.106,0.214,0.559,0.137,0.053,0.057,0.38,0.082,0.086,0.304
345,0.106,0.627,0.179,0.438,0.049,0.071,0.212,0.056,0.118,0.531
346,0.085,0.695,0.545,0.546,0.047,0.207,0.421,0.566,0.429,0.686
347,0.108,0.283,0.113,0.345,0.044,0.202,0.251,0.163,1.492,0.744
348,0.728,0.103,0.199,0.36,0.033,0.238,0.239,0.455,0.433,0.749
349,0.35,0.197,0.052,0.73,0.021,0.24,0.324,0.458,0.541,0.691
350,0.262,0.874,0.074,0.218,0.061,0.263,0.482,0.204,0.338,0.568
351,0.147,0.277,0.556,0.162,0.063,0.724,0.528,0.261,0.231,0.362
352,0.164,0.142,0.222,0.316,0.035,0.074,0.659,0.446,0.12,0.087
353,0.381,0.104,0.302,0.135,0.021,0.087,0.426,0.461,0.129,0
354,0.237,0.119,0.47,0.147,0.22,0.163,0.405,0.321,0.316,0
355,0.133,0.161,0.107,0.539,0.272,0.265,0.368,0.61,0.282,0
356,0.213,0.142,0.988,0.567,0.181,1.08,1.873,0.982,0.511,0
357,0.224,0.47,1.262,0.296,0.027,1.704,1.571,0.637,0.538,0
358,0.169,0.33,0.344,1.244,0.035,0.272,0.516,0.533,0.258,0
359,0.308,0.989,0.452,0.724,0.023,0.307,0.506,0.658,0.287,0
360,0.301,0.613,1.165,0.123,0.029,0.208,0.443,0.745,0.211,0
361,0.246,0.111,0.751,0.138,0.138,0.072,0.363,0.389,0.158,0
362,0.254,0.075,0.169,0.128,0.139,0.065,0.347,0.067,0.103,0
363,0.253,0.085,0.046,0.124,0.046,0.063,0.335,0.093,0.088,0
364,0.224,0.081,0.1,0.121,0.022,0.066,0.211,0.081,0.084,0
365,0.235,0.077,0.038,0.11,0.036,0.059,0.225,0.049,0.086,0
366,0.219,0.092,0.067,0.105,0.021,0.066,0.213,0.052,0.09,0
367,0.275,0.073,0.131,0.114,0.041,0.203,0.236,0.089,0.095,0.014
368,0.313,0.148,0.058,0.103,0.043,0.186,0.239,0.099,0.086,0.277
369,0.333,0.466,0.087,0.105,0.028,0.153,1.259,0.056,0.113,0.485
370,0.228,1.095,0.105,0.201,0.029,0.152,0.363,0.129,0.474,0.665
371,0.217,1.538,0.977,0.224,0.021,0.152,0.305,0.212,0.88,0.742
372,0.25,0.287,0.179,0.128,0.033,0.206,0.337,0.572,0.19,0.746
373,0.242,0.078,0.038,0.201,0.018,0.228,1.113,0.929,0.147,0.686
374,0.296,0.239,0.359,0.21,0.035,0.239,0.843,1.258,0.346,0.558
375,0.229,0.191,0.129,0.36,0.018,0.166,0.504,0.374,0.15,0.337
376,0.272,0.61,0.074,0.37,0.037,0.067,0.437,0.384,0.159,0.051
377,0.235,0.202,0.045,0.17,0.093,0.221,0.427,0.833,0.263,0
378,0.353,0.793,0.145,0.551,0.104,0.604,0.799,0.522,0.274,0
379,0.656,0.221,0.296,0.548,0.066,0.352,1.069,0.124,0.167,0
380,0.125,0.718,0.257,0.233,0.09,1.007,0.604,0.362,0.454,0
381,0.105,0.249,0.058,0.2,1.328,0.469,0.463,0.307,0.422,0
382,0.045,0.403,0.165,0.196,1.326,0.363,0.574,0.274,1.33,0
383,0.045,0.311,0.368,0.169,0.539,0.357,0.494,0.416,0.462,0
384,0.046,0.267,0.34,0.175,0.221,0.252,0.352,0.442,0.503,0
385,0.045,0.065,0.175,0.121,0.248,0.074,0.354,0.21,0.111,0
386,0.046,0.078,0.04,0.116,0.107,0.072,0.315,0.056,0.102,0
387,0.046,0.075,0.074,0.118,0.036,0.078,0.349,0.092,0.089,0
388,0.045,0.075,0.12,0.106,0.035,0.071,0.264,0.098,0.079,0
389,0.046,0.086,0.04,0.161,0.029,0.06,0.292,0.051,0.073,0
390,0.046,0.065,0.039,0.119,0.025,0.071,0.24,0.05,0.092,0
391,0.045,0.739,0.05,0.116,0.056,0.329,0.341,0.057,0.711,0.002
392,0.779,0.599,0.134,0.104,0.03,0.74,0.513,0.098,0.287,0.067
393,0.145,0.063,0.102,0.155,0.05,0.154,0.303,0.223,0.515,0.137
394,0.128,0.346,0.098,0.111,0.05,0.152,0.33,0.192,0.184,0.170
395,0.045,0.049,0.046,0.544,0.075,0.162,0.229,0.118,0.165,0.191
396,0.046,0.067,0.11,0.825,0.032,0.156,0.25,0.212,0.163,0.159
397,0.045,0.053,0.063,0.288,0.039,0.249,0.211,0.585,0.253,0.106
398,0.046,0.077,0.073,0.249,0.089,0.179,0.309,0.354,0.372,0.045
399,0.045,0.159,0.044,0.201,0.061,0.229,0.407,0.315,0.194,0.020
400,0.056,0.068,0.131,0.433,0.022,0.207,0.245,0.472,0.348,0.003
401,0.106,0.101,0.094,0.209,0.049,0.085,0.334,0.454,0.126,0
402,0.074,0.091,0.276,0.993,0.04,0.061,0.298,0.315,0.317,0
403,0.045,0.189,0.326,0.493,0.081,0.189,0.447,0.497,0.561,0
404,0.045,0.527,0.479,0.842,0.081,0.261,1.614,0.517,1.063,0
405,0.045,0.221,0.6,0.191,1.159,0.374,0.851,0.986,0.207,0
406,0.045,0.593,0.494,0.169,0.966,0.345,0.533,0.438,0.193,0
407,0.045,0.345,0.392,0.221,0.106,0.369,0.485,0.698,0.127,0
408,0.046,0.082,0.338,0.167,0.102,0.135,0.392,0.804,0.095,0
409,0.091,0.085,0.185,0.123,0.077,0.076,0.297,0.369,0.085,0
410,0.105,0.064,0.054,0.117,0.073,0.064,0.319,0.052,0.089,0
411,0.045,0.084,0.038,0.115,0.053,0.067,0.228,0.05,0.1,0
412,0.046,0.065,0.072,0.115,0.04,0.081,0.198,0.082,0.087,0
413,0.045,0.079,0.113,0.17,0.044,0.064,0.182,0.1,0.07,0
414,0.046,0.116,0.038,0.143,0.057,0.061,0.195,0.067,0.12,0
415,0.045,1.552,0.038,0.144,0.049,0.097,1.157,0.05,0.351,0
416,0.076,0.63,0.101,0.122,0.056,0.213,0.278,0.05,0.661,0.007
417,0.127,0.062,0.147,0.114,0.051,0.138,0.277,0.178,0.155,0.028
418,0.117,0.052,0.122,0.114,0.049,0.153,0.225,0.234,0.509,0.065
419,0.045,0.071,0.038,0.212,0.037,0.158,0.154,0.175,0.146,0.068
420,0.046,0.053,0.051,0.114,0.021,0.144,0.2,0.577,0.29,0.077
421,0.046,0.072,0.144,0.202,0.034,0.058,0.187,0.543,0.137,0.097
422,0.046,0.057,0.09,0.205,0.054,0.065,0.253,0.307,0.148,0.065
423,0.046,0.091,0.053,1.233,0.025,0.06,0.639,0.247,0.808,0.040
424,0.054,0.102,0.039,0.602,0.035,0.061,0.941,0.606,0.159,0.006
425,0.107,0.145,0.124,0.413,0.055,0.065,0.551,0.255,0.156,0
426,0.087,0.055,0.332,0.294,0.143,0.064,0.399,0.592,0.392,0
427,0.05,0.101,0.197,0.185,0.232,0.056,0.671,0.442,0.68,0
428,0.045,0.114,1.473,0.192,0.096,0.784,1.088,0.509,0.423,0
429,0.044,0.306,1.623,0.243,0.506,0.553,0.544,0.884,0.376,0
430,0.046,0.391,1.465,0.234,0.228,1.306,0.551,0.37,0.262,0
431,0.045,0.338,0.311,0.176,0.231,0.621,0.917,0.482,0.546,0
432,0.059,0.309,0.272,0.121,0.237,0.313,0.894,0.544,0.151,0
433,0.106,0.142,0.082,0.119,0.231,0.486,0.385,0.244,0.103,0
434,0.094,0.079,0.039,0.114,0.091,0.071,0.378,0.078,0.094,0
435,0.046,0.098,0.054,0.108,0.054,0.063,0.316,0.05,0.089,0
436,0.046,0.118,0.13,0.15,0.048,0.06,0.206,0.05,0.085,0
437,0.045,0.107,0.049,0.126,0.052,0.066,0.193,0.065,0.082,0
438,0.057,0.106,0.039,0.106,0.042,0.075,0.244,0.098,0.079,0
439,0.109,0.963,0.046,0.121,0.056,0.182,0.295,0.097,0.656,0.001
440,0.11,1.089,0.211,0.107,0.055,0.454,0.335,0.204,0.16,0.065
441,0.107,0.075,0.06,0.106,0.047,0.202,0.242,0.144,0.089,0.180
442,0.081,0.064,0.071,0.17,0.07,0.203,0.346,0.055,0.11,0.454
443,0.045,0.065,0.09,0.123,0.024,0.163,0.218,0.057,0.301,0.517
444,0.046,0.073,0.039,0.155,0.063,0.06,0.225,0.11,0.396,0.486
445,0.046,0.06,0.039,0.158,0.063,0.068,0.237,0.128,0.78,0.387
446,0.045,0.091,0.1,0.195,0.962,0.061,0.321,0.244,0.22,0.257
447,0.046,0.597,0.081,0.17,1.559,0.059,0.281,0.256,0.162,0.120
448,0.045,0.164,0.077,0.371,0.776,0.068,0.265,0.485,0.096,0.014
449,0.046,0.704,0.216,0.579,0.107,0.056,0.339,0.311,0.802,0
450,0.092,0.059,0.652,0.226,0.049,0.059,0.406,0.654,0.49,0
451,0.105,0.068,0.156,0.17,0.054,0.062,0.366,1.264,0.226,0
452,0.052,0.12,0.332,0.205,0.04,0.08,0.401,1.478,0.822,0
453,0.045,0.191,0.899,0.156,0.358,0.727,0.492,0.571,0.221,0
454,0.045,0.263,0.676,0.152,1.372,0.324,0.499,0.481,0.235,0
455,0.046,0.381,0.318,0.389,0.249,0.337,0.43,0.682,0.202,0
456,0.045,0.277,0.234,0.657,0.134,0.269,0.399,0.737,0.153,0
457,0.052,0.146,0.104,0.7,0.08,0.233,0.326,0.333,0.106,0
458,0.107,0.06,0.048,0.126,0.077,0.095,0.324,0.102,0.074,0
459,0.088,0.077,0.074,0.114,0.04,0.069,0.276,0.052,0.084,0
460,0.046,0.065,0.065,0.107,0.048,0.069,0.295,0.063,0.095,0
461,0.046,0.086,0.057,0.134,0.057,0.087,0.217,0.099,0.102,0
462,0.046,0.13,0.078,0.108,0.041,0.074,0.41,0.067,0.104,0
463,0.045,0.993,0.037,0.105,0.055,0.068,0.28,0.05,0.375,0.008
464,0.061,0.743,0.098,0.109,0.036,0.247,0.228,0.05,0.335,0.182
465,0.111,0.156,0.152,0.107,0.043,0.149,0.295,0.211,0.777,0.442
466,0.111,0.121,0.217,0.893,0.055,0.164,0.377,0.269,1.3,0.608
467,0.094,0.069,0.492,0.24,0.092,0.216,0.882,0.068,0.751,0.630
468,0.046,0.049,0.284,0.142,0.054,0.174,0.234,0.05,0.15,0.582
469,0.045,0.103,0.261,0.159,0.031,0.1,0.248,0.218,0.105,0.468
470,0.046,0.175,0.223,0.176,0.088,0.06,0.387,0.358,0.144,0.280
471,0.045,0.237,0.16,0.361,0.111,0.061,1.145,0.515,0.397,0.134
472,0.045,0.162,0.127,0.515,0.107,0.07,0.948,1.233,0.204,0.018
473,0.046,0.056,0.152,0.234,0.077,0.061,0.296,0.559,0.134,0
474,0.107,0.071,0.133,0.138,0.044,0.058,0.405,0.421,0.155,0
475,0.083,0.073,0.189,0.229,0.06,0.124,0.311,0.482,0.192,0
476,0.046,0.062,0.19,0.193,0.228,0.301,0.695,0.306,0.767,0
477,0.045,0.195,0.275,0.276,0.984,0.452,0.935,0.822,0.624,0
478,0.046,0.228,0.431,0.195,0.485,0.31,0.359,0.477,0.247,0
479,0.045,0.403,0.46,0.79,0.989,0.268,0.357,0.682,0.181,0
480,0.046,0.319,0.254,0.718,0.99,0.173,0.33,0.756,0.108,0
481,0.086,0.084,0.112,0.137,0.215,0.152,0.445,0.289,0.106,0
482,0.107,0.081,0.082,0.111,0.119,0.062,0.353,0.067,0.116,0
483,0.053,0.068,0.077,0.107,0.05,0.072,0.359,0.053,0.102,0
484,0.046,0.064,0.04,0.107,0.045,0.065,0.322,0.092,0.177,0
485,0.045,0.077,0.087,0.159,0.039,0.062,0.234,0.092,0.629,0
486,0.046,0.056,0.121,0.125,0.033,0.072,0.278,0.051,0.121,0
487,0.058,0.558,0.039,0.115,0.059,0.084,0.367,0.05,0.62,0
488,0.11,0.666,0.111,0.098,0.054,0.229,0.327,0.062,0.488,0.019
489,0.111,0.386,0.075,0.171,0.047,0.159,0.297,0.193,0.155,0.068
490,0.104,0.237,0.128,0.104,0.046,0.152,0.273,0.227,0.099,0.115
491,0.046,0.058,0.108,0.29,0.035,0.154,0.242,0.183,0.134,0.127
492,0.045,0.072,0.04,0.493,0.041,0.173,0.16,0.062,0.105,0.112
493,0.046,0.07,0.213,0.166,0.036,0.195,0.238,0.09,0.147,0.093
494,0.045,0.139,0.109,0.262,0.082,0.297,0.297,0.273,0.105,0.066
495,0.045,0.381,1.065,0.701,0.118,0.304,0.382,1.283,0.657,0.030
496,0.045,0.977,0.141,0.266,0.141,0.226,0.422,0.575,0.266,0.002
497,0.06,0.676,0.038,0.172,0.116,0.185,0.604,0.576,0.231,0
498,0.106,0.118,0.037,0.201,0.076,0.275,0.315,0.445,0.424,0
499,0.08,0.101,0.037,0.121,0.066,0.215,0.381,0.595,0.176,0
500,0.044,0.12,0.06,0.284,0.08,0.307,0.427,0.615,1.037,0
501,0.045,0.919,0.123,0.263,0.963,0.254,0.425,0.917,0.824,0
502,0.045,0.271,0.058,0.182,0.111,1.084,1.153,0.583,0.318,0
503,0.045,0.332,0.037,0.172,0.127,0.295,0.941,0.735,0.264,0
504,0.045,0.308,0.053,0.179,0.139,0.088,0.444,0.733,0.28,0
505,0.092,0.077,0.038,0.134,0.073,0.074,0.329,0.412,0.133,0
506,0.113,0.063,0.111,0.115,0.053,0.059,0.324,0.128,0.1,0
507,0.109,0.083,0.063,0.109,0.032,0.07,0.324,0.076,0.093,0
508,0.069,0.08,0.039,0.102,0.024,0.063,0.269,0.058,0.084,0
509,0.046,0.069,0.039,0.141,0.03,0.063,0.249,0.072,0.077,0
510,0.045,0.083,0.093,0.115,0.029,0.088,0.195,0.105,0.095,0
511,0.046,0.499,0.122,0.112,0.034,0.061,0.207,0.102,0.09,0
512,0.076,1.291,0.039,0.107,0.033,0.226,0.281,0.051,0.112,0.033
513,0.099,0.455,0.039,0.108,0.025,0.168,0.394,0.106,0.137,0.089
514,0.046,0.371,0.038,0.408,0.032,0.68,0.299,0.217,0.064,0.144
515,0.045,0.078,0.038,0.144,0.021,0.784,0.215,0.129,0.382,0.189
516,0.046,0.065,0.117,0.111,0.037,0.577,0.275,0.684,0.434,0.198
517,0.046,0.083,0.099,0.181,0.022,0.718,0.187,1.166,0.852,0.176
518,0.045,0.215,0.038,0.132,0.056,0.087,0.388,0.338,0.434,0.123
519,0.048,0.183,0.037,0.378,0.057,0.206,0.818,0.449,0.724,0.058
520,0.096,0.135,0.039,0.815,0.084,0.115,0.488,0.496,0.594,0.006
521,0.106,0.069,0.055,0.703,0.032,0.095,0.351,0.489,0.747,0
522,0.076,0.082,0.103,0.143,0.021,0.093,0.382,0.227,0.156,0
523,0.046,0.059,0.036,0.131,0.045,0.364,0.33,0.467,0.258,0
524,0.045,0.165,0.035,0.14,0.069,0.275,0.55,0.362,0.3,0
525,0.045,0.235,0.099,0.19,0.064,0.35,1.517,0.303,0.662,0
526,0.083,0.29,0.106,0.238,0.042,0.344,0.403,0.37,0.365,0
527,0.111,0.352,0.037,0.17,0.031,0.306,0.512,0.529,0.227,0
528,0.109,0.22,0.053,0.133,0.159,0.216,0.377,0.547,0.257,0
529,0.079,0.203,0.036,0.114,0.151,0.142,0.319,0.168,0.125,0
530,0.045,0.084,0.041,0.098,0.052,0.073,0.276,0.052,0.114,0
531,0.046,0.058,0.123,0.099,0.044,0.068,0.28,0.074,0.093,0
532,0.045,0.071,0.076,0.104,0.046,0.066,0.239,0.098,0.086,0
533,0.06,0.049,0.039,0.163,0.053,0.077,0.255,0.075,0.089,0
534,0.106,0.073,0.038,0.127,0.042,0.064,0.219,0.05,0.093,0
535,0.092,0.064,0.038,0.118,0.053,0.234,0.188,0.049,0.089,0
536,0.045,0.14,0.064,0.108,0.033,0.175,0.32,0.05,0.127,0.033
537,0.045,0.266,0.126,0.107,0.065,0.142,0.278,0.095,0.105,0.128
538,0.045,1.338,0.046,0.194,0.019,0.151,0.249,0.117,0.921,0.333
539,0.046,1.352,0.037,0.114,0.037,0.155,0.35,0.217,0.728,0.537
540,0.046,0.056,0.038,0.164,0.02,0.208,0.226,0.148,0.488,0.458
541,0.079,0.451,0.039,0.16,0.032,0.111,0.218,0.473,0.12,0.293
542,0.107,0.285,0.101,0.321,0.024,0.063,0.374,0.75,0.468,0.165
543,0.047,0.21,0.109,0.196,0.027,0.066,0.929,0.276,0.121,0.050
544,0.046,0.218,0.037,0.764,0.037,0.061,0.894,0.549,0.149,0.004
545,0.045,0.218,0.037,0.475,0.016,0.147,0.513,0.272,0.125,0
546,0.046,0.173,0.124,0.972,0.039,0.188,0.445,0.527,0.179,0
547,0.085,0.099,1.024,0.261,0.268,0.147,0.472,0.517,0.666,0
548,0.111,0.12,0.869,1.281,0.245,0.564,2.01,0.532,0.964,0
549,0.109,0.101,0.179,0.282,0.173,0.64,0.573,0.543,0.63,0
550,0.081,0.314,0.239,0.658,0.238,1.526,0.523,0.593,0.283,0
551,0.046,0.343,0.32,0.164,0.236,0.34,0.441,0.456,0.155,0
552,0.045,0.297,0.287,0.154,0.226,0.103,0.517,0.364,0.136,0
553,0.046,0.101,0.187,0.126,0.244,0.065,0.307,0.192,0.092,0
554,0.074,0.087,0.099,0.109,0.046,0.073,0.41,0.125,0.085,0
555,0.106,0.085,0.039,0.105,0.026,0.062,0.269,0.059,0.089,0
556,0.068,0.069,0.038,0.105,0.049,0.061,0.284,0.05,0.134,0
557,0.046,0.081,0.039,0.163,0.057,0.07,0.225,0.055,0.099,0
558,0.045,0.082,0.052,0.13,0.041,0.084,0.197,0.1,0.088,0
559,0.046,1.207,0.121,0.114,0.058,0.181,0.264,0.095,0.69,0.006
560,0.071,0.543,0.079,0.087,0.053,0.136,0.238,0.05,0.608,0.092
561,0.106,0.076,0.572,0.088,0.055,0.097,0.224,0.174,0.15,0.165
562,0.073,0.055,0.106,0.159,0.018,0.061,0.205,0.176,0.096,0.223
563,0.045,0.075,0.12,0.153,0.06,0.13,0.185,0.579,0.148,0.242
564,0.046,0.063,0.111,0.116,0.046,0.19,0.334,0.452,0.101,0.234
565,0.045,0.137,0.054,0.139,0.048,0.064,0.239,0.214,0.123,0.195
566,0.046,0.073,0.692,0.171,0.108,0.058,0.239,0.784,0.097,0.130
567,0.07,0.506,0.102,0.805,0.128,0.06,0.242,0.48,0.448,0.065
568,0.112,0.249,0.124,0.233,0.136,0.064,0.266,0.215,0.272,0.009
569,0.11,0.151,0.082,0.121,0.131,0.056,0.299,0.469,0.273,0
570,0.1,0.118,0.198,0.891,0.166,0.147,0.459,0.425,0.247,0
571,0.045,0.073,0.306,0.207,0.233,0.138,0.485,0.399,0.243,0
572,0.044,0.068,0.335,0.167,0.246,0.065,0.393,0.506,0.742,0
573,0.045,0.314,0.405,0.188,0.285,0.058,0.481,0.991,0.434,0
574,0.046,0.237,1.347,0.95,0.352,0.065,1.128,0.429,0.228,0
575,0.086,0.353,0.394,0.817,0.385,0.126,0.982,0.557,0.187,0
576,0.106,0.28,0.307,0.316,0.388,0.456,0.422,0.564,0.183,0
577,0.055,0.091,0.088,0.105,0.385,0.146,0.401,0.158,0.102,0
578,0.045,0.069,0.049,0.098,0.388,0.153,0.26,0.066,0.082,0
579,0.046,0.064,0.128,0.092,0.04,0.165,0.252,0.098,0.081,0
580,0.046,0.063,0.097,0.108,0.032,0.168,0.222,0.083,0.133,0
581,0.071,0.075,0.039,0.162,0.028,0.177,0.157,0.05,0.089,0
582,0.106,0.157,0.039,0.127,0.024,0.167,0.235,0.05,0.09,0
583,0.081,1.374,0.038,0.117,0.037,0.195,0.239,0.049,0.4,0.007
584,0.045,1.338,0.073,0.1,0.029,0.177,0.238,0.076,0.67,0.095
585,0.046,0.435,0.167,0.125,0.05,0.175,0.205,0.251,0.342,0.202
586,0.045,0.072,0.501,0.701,0.049,0.142,0.22,0.202,0.686,0.289
587,0.109,0.051,0.078,0.517,0.047,0.192,0.255,0.145,0.68,0.327
588,0.107,0.064,0.549,0.258,0.045,0.189,0.203,0.118,0.616,0.292
589,0.108,0.054,0.19,0.191,0.018,0.111,0.214,0.132,0.745,0.232
590,0.096,0.504,0.217,0.154,0.059,0.092,1.168,0.246,0.661,0.176
591,0.045,0.263,0.193,0.277,0.09,0.157,0.565,0.556,0.354,0.108
592,0.045,0.192,0.083,0.622,0.056,0.081,0.645,0.262,1.027,0.022
593,0.045,0.15,0.041,0.157,0.086,0.06,0.673,0.451,0.177,0
594,0.045,0.064,0.282,0.203,0.085,0.216,0.282,0.154,0.933,0
595,0.06,0.086,0.212,0.133,0.13,0.164,1.405,0.162,0.577,0
596,0.105,0.71,0.271,0.348,0.132,0.179,0.647,0.354,0.472,0
597,0.085,0.319,0.362,0.372,0.204,0.352,0.404,0.419,0.372,0
598,0.045,0.623,0.416,0.217,0.126,0.336,0.532,0.656,0.296,0
599,0.045,0.409,0.47,0.14,0.114,0.304,0.521,0.305,0.243,0
600,0.045,0.708,0.308,0.125,0.767,0.269,0.474,0.459,0.178,0
601,0.048,0.076,0.136,0.128,0.972,0.202,0.403,0.184,0.09,0
602,0.107,0.131,0.132,0.131,0.085,0.076,0.35,0.121,0.076,0
603,0.105,0.116,0.073,0.119,0.028,0.065,0.332,0.106,0.092,0
604,0.046,0.117,0.042,0.15,0.051,0.064,0.283,0.063,0.092,0
605,0.045,0.128,0.042,0.126,0.043,0.07,0.214,0.049,0.093,0
606,0.096,0.109,0.043,0.111,0.058,0.07,0.163,0.05,0.116,0
607,0.106,0.596,0.081,0.115,0.044,0.062,0.232,0.05,0.498,0.026
608,0.11,0.135,0.19,0.11,0.064,0.201,0.314,0.049,0.449,0.304
609,0.107,0.075,0.147,0.096,0.04,0.133,0.185,0.188,0.23,0.553
610,0.072,0.072,0.044,0.111,0.082,0.13,0.198,0.158,0.2,0.724
611,0.046,0.054,0.041,0.214,0.297,0.149,0.266,0.566,0.241,0.816
612,0.045,0.072,0.042,0.109,0.641,0.191,0.184,0.323,0.197,0.819
613,0.046,0.054,0.098,0.123,0.1,1.071,0.282,0.14,0.26,0.747
614,0.046,0.164,0.073,0.137,0.084,0.749,0.253,0.239,0.37,0.610
615,0.046,0.145,0.174,0.468,0.081,0.148,0.259,0.49,0.278,0.398
616,0.046,0.163,0.104,1.377,0.06,0.123,0.301,0.241,0.153,0.106
617,0.082,0.106,0.131,0.964,0.056,0.055,0.348,0.481,0.172,0
618,0.105,0.058,0.203,0.561,0.062,0.086,0.582,0.167,0.176,0
619,0.064,0.071,0.197,0.167,0.084,0.256,0.869,0.216,0.201,0
620,0.045,0.169,0.281,0.438,0.088,0.223,0.426,0.429,1.348,0
621,0.045,0.486,0.574,0.216,0.159,0.355,0.42,0.684,1.34,0
622,0.045,1.017,0.992,0.179,0.253,0.372,0.372,0.431,0.278,0
623,0.076,0.315,1.122,0.165,0.396,0.42,0.52,0.539,0.216,0
624,0.112,0.265,0.338,0.134,0.412,0.173,0.419,0.555,0.177,0
625,0.109,0.079,0.262,0.123,0.301,0.078,0.393,0.211,0.113,0
626,0.081,0.064,0.113,0.15,0.058,0.084,0.412,0.069,0.097,0
627,0.046,0.055,0.126,0.088,0.061,0.066,0.344,0.058,0.092,0
628,0.045,0.072,0.045,0.09,0.045,0.066,0.354,0.109,0.091,0
629,0.046,0.055,0.045,0.086,0.06,0.077,0.218,0.104,0.133,0
630,0.072,0.09,0.045,0.095,0.045,0.07,0.347,0.072,0.088,0
631,0.106,0.737,0.044,0.12,0.062,0.207,0.242,0.053,0.428,0.022
632,0.081,0.944,0.12,0.146,0.052,0.164,0.267,0.05,0.988,0.215
633,0.046,0.055,0.113,0.16,0.056,0.166,0.24,0.145,0.374,0.365
634,0.045,0.258,0.077,0.428,0.045,0.165,0.227,0.226,0.098,0.436
635,0.046,0.046,0.058,0.354,0.134,0.15,0.97,0.299,0.139,0.403
636,0.046,0.07,0.133,0.207,0.199,0.202,0.364,0.237,0.108,0.226
637,0.045,0.055,0.081,1.033,0.13,0.233,0.276,0.201,0.114,0.114
638,0.074,0.124,0.656,0.208,0.276,0.087,0.368,0.315,0.103,0.052
639,0.106,0.139,0.136,0.199,0.167,0.065,0.824,1.241,0.352,0.023
640,0.059,0.161,0.061,0.444,0.097,0.063,0.903,0.332,0.155,0.001
641,0.046,0.105,0.237,0.884,0.117,0.058,0.513,0.584,0.167,0
642,0.045,0.194,0.244,0.783,0.135,0.092,0.325,0.389,0.168,0
643,0.093,0.058,0.082,0.359,0.157,0.063,0.396,0.23,0.615,0
644,0.107,0.207,0.305,0.2,0.043,0.278,0.292,0.342,0.259,0
645,0.109,0.264,0.346,0.236,0.175,0.319,0.421,0.374,0.434,0
646,0.108,0.3,0.503,0.249,0.229,0.966,0.42,0.486,1.096,0
647,0.049,0.545,0.432,0.178,0.275,0.269,0.476,0.438,0.705,0
648,0.045,0.281,0.276,0.136,0.233,0.209,0.468,0.533,0.826,0
649,0.046,0.095,0.13,0.118,0.196,0.159,0.404,0.206,0.094,0
650,0.046,0.069,0.044,0.095,0.044,0.066,0.35,0.173,0.082,0
651,0.045,0.081,0.13,0.106,0.038,0.068,0.382,0.134,0.093,0
652,0.103,0.066,0.089,0.104,0.05,0.069,0.326,0.085,0.133,0
653,0.105,0.066,0.044,0.156,0.048,0.063,0.367,0.073,0.096,0
654,0.045,0.077,0.045,0.128,0.055,0.068,0.171,0.126,0.086,0
655,0.046,0.246,0.044,0.125,0.054,0.085,0.266,0.111,0.619,0.008
656,0.046,1.423,0.155,0.123,0.056,0.33,0.251,0.075,0.267,0.153
657,0.045,0.057,0.068,0.187,0.082,0.165,0.226,0.212,0.879,0.262
658,0.065,0.22,0.064,0.118,0.173,0.165,0.23,0.143,0.151,0.354
659,0.106,0.054,0.106,0.144,0.111,0.173,0.259,0.263,0.107,0.342
660,0.066,0.063,0.164,0.144,0.042,0.17,0.259,0.198,0.116,0.335
661,0.046,0.413,0.044,0.661,0.037,0.11,0.185,0.232,0.22,0.278
662,0.046,0.867,0.09,0.225,0.053,0.059,0.279,0.261,0.443,0.167
663,0.046,0.13,0.175,1.118,0.042,0.059,0.359,0.402,0.919,0.076
664,0.045,0.312,0.192,0.549,0.046,0.101,0.364,0.505,0.303,0.013
665,0.104,0.282,0.105,0.4,0.029,0.119,0.876,0.469,0.176,0
666,0.107,0.15,0.167,0.134,0.04,0.061,0.368,0.392,0.459,0
667,0.109,0.109,1.019,0.121,0.165,0.061,0.34,0.233,0.292,0
668,0.106,0.083,1.366,0.341,0.242,0.934,1.159,0.241,0.208,0
669,0.046,0.174,1.563,0.271,0.237,0.467,0.593,0.343,1.269,0
670,0.046,0.229,0.878,0.142,0.131,0.33,0.452,0.448,0.285,0
671,0.045,0.341,1.021,0.138,0.127,0.21,0.556,0.224,0.389,0
672,0.046,0.18,0.996,0.127,0.11,0.207,0.517,0.491,0.294,0
673,0.046,0.075,0.142,0.113,0.072,0.074,0.399,0.195,0.099,0
674,0.065,0.091,0.117,0.173,0.084,0.063,0.408,0.187,0.083,0
675,0.106,0.072,0.103,0.128,0.044,0.063,0.317,0.139,0.086,0
676,0.069,0.088,0.047,0.106,0.045,0.067,0.364,0.167,0.088,0
677,0.046,0.07,0.05,0.163,0.057,0.068,0.364,0.131,0.089,0
678,0.046,0.085,0.105,0.115,0.031,0.06,0.276,0.095,0.135,0
679,0.045,0.107,0.116,0.12,0.049,0.246,0.291,0.052,0.091,0.043
680,0.046,1.561,0.051,0.093,0.053,0.15,0.222,0.087,0.086,0.299
681,0.096,0.473,0.168,0.11,0.047,0.155,0.285,0.213,0.107,0.502
